"gene_symbol","gene_biotype","seqnames","start","end","strand","domain_start","domain_end","domain_width","promoter_h3k4me3","domain_h3k4me3","promoter_h3k27ac","domain_h3k27ac","promoter_ctcf","domain_ctcf","distal_h3k27ac","regulatory_class"
"LOC102900224","lncRNA","NC_058381.1",194373,202778,"-",182143,210736,28594,0,0,0,0,0,2,0,"no_active_mark"
"LOC123381964","lncRNA","NC_058381.1",201839,204721,"+",182143,210736,28594,0,0,0,0,0,2,0,"no_active_mark"
"ZZEF1","protein_coding","NC_058381.1",206660,309825,"-",309530,310361,832,1,1,1,1,2,2,0,"active_promoter"
"LOC101086514","protein_coding","NC_058381.1",310043,321077,"+",309530,310361,832,1,1,1,1,2,2,0,"active_promoter"
"ANKFY1","protein_coding","NC_058381.1",324095,398098,"-",397741,403591,5851,1,1,1,2,1,2,1,"active_promoter"
"LOC109494139","lncRNA","NC_058381.1",343041,346678,"+",338848,361454,22607,0,0,0,0,0,2,0,"no_active_mark"
"LOC123382024","lncRNA","NC_058381.1",397400,404579,"+",388250,397741,9492,1,2,2,5,1,2,3,"active_promoter"
"UBE2G1","protein_coding","NC_058381.1",405085,510501,"-",509131,510518,1388,1,1,1,1,2,2,0,"active_promoter"
"SPNS3","protein_coding","NC_058381.1",548342,583882,"+",544231,548861,4631,1,1,1,3,1,2,2,"active_promoter"
"LOC109494140","lncRNA","NC_058381.1",575992,583843,"-",557788,591137,33350,2,5,2,10,0,2,8,"active_promoter"
"SPNS2","protein_coding","NC_058381.1",586302,621724,"+",557788,591137,33350,2,5,2,10,0,2,8,"active_promoter"
"MYBBP1A","protein_coding","NC_058381.1",621590,634416,"-",622730,635640,12911,1,1,1,1,1,2,0,"active_promoter"
"GGT6","protein_coding","NC_058381.1",635328,638865,"-",638586,639969,1384,1,1,1,1,2,2,0,"active_promoter"
"SMTNL2","protein_coding","NC_058381.1",662157,679105,"+",653332,662604,9273,1,1,1,2,1,2,1,"active_promoter"
"LOC102900493","protein_coding","NC_058381.1",686995,690385,"+",674322,690064,15743,0,1,0,1,0,2,1,"distal_enhancer_only"
"TEKT1","protein_coding","NC_058381.1",701455,718780,"+",701312,719787,18476,1,2,2,2,1,2,0,"active_promoter"
"FBXO39","protein_coding","NC_058381.1",724559,729709,"-",719787,749463,29677,0,3,0,3,0,2,3,"distal_enhancer_only"
"LOC109494141","lncRNA","NC_058381.1",747839,748865,"-",719787,749463,29677,1,3,0,3,1,2,3,"primed_promoter"
"SLC13A5","protein_coding","NC_058381.1",749222,769767,"+",719787,749463,29677,1,3,0,3,1,2,3,"primed_promoter"
"LOC123382076","lncRNA","NC_058381.1",777910,779836,"+",749463,783624,34162,0,1,0,0,0,2,0,"no_active_mark"
"LOC102900663","lncRNA","NC_058381.1",784251,788861,"-",788545,789402,858,2,1,1,1,2,2,0,"active_promoter"
"MED31","protein_coding","NC_058381.1",789011,796543,"+",788545,789402,858,1,1,1,1,2,2,0,"active_promoter"
"TXNDC17","protein_coding","NC_058381.1",797753,799814,"-",799763,847928,48166,1,1,1,1,1,2,0,"active_promoter"
"KIAA0753","protein_coding","NC_058381.1",799858,839353,"+",799763,847928,48166,1,1,1,1,1,2,0,"active_promoter"
"LOC123382038","protein_coding","NC_058381.1",800001,801539,"+",799763,847928,48166,1,1,1,1,1,2,0,"active_promoter"
"PITPNM3","protein_coding","NC_058381.1",840924,923813,"+",799763,847928,48166,0,1,0,1,0,2,1,"distal_enhancer_only"
"PIMREG","protein_coding","NC_058381.1",924156,929641,"-",928898,932110,3213,1,1,2,2,1,2,0,"active_promoter"
"AIPL1","protein_coding","NC_058381.1",932811,970531,"+",932110,936085,3976,0,0,0,0,1,2,0,"no_active_mark"
"LOC123382098","lncRNA","NC_058381.1",978442,981145,"+",943489,1138540,195052,0,2,0,15,0,2,15,"distal_enhancer_only"
"LOC111557821","lncRNA","NC_058381.1",1062219,1065158,"-",943489,1138540,195052,0,2,0,15,0,2,15,"distal_enhancer_only"
"LOC123382097","lncRNA","NC_058381.1",1072087,1080335,"+",943489,1138540,195052,0,2,0,15,0,2,15,"distal_enhancer_only"
"WSCD1","protein_coding","NC_058381.1",1085551,1116668,"-",943489,1138540,195052,1,2,1,15,0,2,14,"active_promoter"
"LOC123382096","lncRNA","NC_058381.1",1089282,1092519,"+",943489,1138540,195052,0,2,0,15,0,2,15,"distal_enhancer_only"
"LOC123381900","protein_coding","NC_058381.1",1145560,1250929,"-",1249338,1325498,76161,0,0,0,2,0,2,2,"distal_enhancer_only"
"LOC123382015","protein_coding","NC_058381.1",1285160,1293505,"-",1249338,1325498,76161,0,0,1,2,0,2,1,"distal_enhancer_only"
"LOC123382122","lncRNA","NC_058381.1",1357978,1359750,"+",1357884,1384983,27100,0,1,0,1,1,2,1,"distal_enhancer_only"
"LOC109494148","protein_coding","NC_058381.1",1385357,1394354,"+",1384983,1394283,9301,1,1,2,3,1,2,1,"active_promoter"
"MIS12","protein_coding","NC_058381.1",1392777,1398474,"-",1398142,1398828,687,1,1,2,2,2,2,0,"active_promoter"
"DERL2","protein_coding","NC_058381.1",1398653,1409225,"+",1398142,1398828,687,1,1,2,2,2,2,0,"active_promoter"
"LOC123381830","lncRNA","NC_058381.1",1409094,1414816,"-",1414739,1415414,676,1,1,1,1,2,2,0,"active_promoter"
"DHX33","protein_coding","NC_058381.1",1414800,1430616,"+",1414739,1415414,676,1,1,1,1,1,2,0,"active_promoter"
"C1QBP","protein_coding","NC_058381.1",1433748,1438536,"+",1433579,1435145,1567,1,1,1,1,1,2,0,"active_promoter"
"RPAIN","protein_coding","NC_058381.1",1438596,1445644,"-",1445387,1473799,28413,1,1,2,2,1,2,0,"active_promoter"
"NUP88","protein_coding","NC_058381.1",1445755,1471264,"+",1445387,1473799,28413,1,1,1,2,1,2,1,"active_promoter"
"RABEP1","protein_coding","NC_058381.1",1472894,1575078,"-",1574979,1585017,10039,1,1,1,1,1,2,0,"active_promoter"
"LOC109494097","lncRNA","NC_058381.1",1577000,1579167,"-",1574979,1585017,10039,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123381932","lncRNA","NC_058381.1",1592574,1596525,"-",1595353,1625931,30579,1,1,1,4,0,2,3,"active_promoter"
"SCIMP","protein_coding","NC_058381.1",1597135,1620509,"+",1595353,1625931,30579,1,1,1,4,1,2,3,"active_promoter"
"LOC102901292","lncRNA","NC_058381.1",1600509,1618023,"-",1595353,1625931,30579,0,1,1,4,0,2,3,"distal_enhancer_only"
"ZFP3","protein_coding","NC_058381.1",1643193,1667135,"-",1652416,1668034,15619,2,3,2,3,1,2,1,"active_promoter"
"KIF1C","protein_coding","NC_058381.1",1671168,1692112,"-",1668034,1692215,24182,1,2,1,3,1,2,2,"active_promoter"
"INCA1","protein_coding","NC_058381.1",1693086,1699633,"+",1692215,1700475,8261,1,2,1,2,1,2,1,"active_promoter"
"CAMTA2","protein_coding","NC_058381.1",1700239,1715070,"+",1692215,1700475,8261,1,2,1,2,1,2,1,"active_promoter"
"LOC123382092","lncRNA","NC_058381.1",1705902,1715063,"-",1715046,1715829,784,1,1,1,1,3,2,0,"active_promoter"
"SPAG7","protein_coding","NC_058381.1",1715173,1719081,"+",1715046,1715829,784,1,1,1,1,4,2,0,"active_promoter"
"ENO3","protein_coding","NC_058381.1",1719654,1724533,"-",1722633,1725450,2818,1,1,1,2,2,2,1,"active_promoter"
"PFN1","protein_coding","NC_058381.1",1726744,1729631,"+",1726157,1727101,945,1,1,1,1,3,2,0,"active_promoter"
"RNF167","protein_coding","NC_058381.1",1730142,1734637,"-",1733587,1734678,1092,1,1,1,1,1,2,0,"active_promoter"
"SLC25A11","protein_coding","NC_058381.1",1734723,1737462,"+",1734678,1750966,16289,1,2,1,3,2,2,2,"active_promoter"
"CHRNE","protein_coding","NC_058381.1",1737610,1764062,"+",1734678,1750966,16289,1,2,1,3,0,2,2,"active_promoter"
"GP1BA","protein_coding","NC_058381.1",1739212,1742044,"-",1734678,1750966,16289,1,2,1,3,0,2,2,"active_promoter"
"CE1H17orf107","protein_coding","NC_058381.1",1761964,1763180,"-",1762941,1766456,3516,1,1,1,1,1,2,0,"active_promoter"
"MINK1","protein_coding","NC_058381.1",1764597,1808074,"-",1807836,1808255,420,1,1,1,1,2,2,0,"active_promoter"
"LOC123382093","lncRNA","NC_058381.1",1804526,1807220,"+",1788374,1806737,18364,1,3,1,7,0,2,6,"active_promoter"
"LOC123382094","lncRNA","NC_058381.1",1808244,1813747,"+",1807836,1808255,420,1,1,1,1,4,2,0,"active_promoter"
"PLD2","protein_coding","NC_058381.1",1813894,1826020,"-",1824787,1826052,1266,1,1,1,1,1,2,0,"active_promoter"
"LOC102901560","protein_coding","NC_058381.1",1824818,1832149,"+",1824787,1826052,1266,1,1,1,1,1,2,0,"active_promoter"
"PSMB6","protein_coding","NC_058381.1",1834798,1836839,"-",1826052,1836872,10821,1,2,1,3,1,2,2,"active_promoter"
"GLTPD2","protein_coding","NC_058381.1",1842506,1844696,"-",1844084,1847897,3814,2,2,1,1,1,2,0,"active_promoter"
"VMO1","protein_coding","NC_058381.1",1845178,1846948,"+",1844084,1847897,3814,1,2,1,1,2,2,0,"active_promoter"
"TM4SF5","protein_coding","NC_058381.1",1846713,1854465,"-",1854265,1859950,5686,1,1,1,1,1,2,0,"active_promoter"
"LOC123381993","lncRNA","NC_058381.1",1856176,1859004,"-",1854265,1859950,5686,0,1,0,1,1,2,1,"distal_enhancer_only"
"LOC109494099","lncRNA","NC_058381.1",1861323,1866239,"-",1866219,1870938,4720,0,0,2,3,1,2,1,"distal_enhancer_only"
"ZMYND15","protein_coding","NC_058381.1",1872551,1877933,"-",1873861,1881597,7737,1,2,2,3,0,2,1,"active_promoter"
"LOC111557742","lncRNA","NC_058381.1",1873760,1875033,"+",1872963,1873861,899,1,1,1,1,2,2,0,"active_promoter"
"CXCL16","protein_coding","NC_058381.1",1878143,1881618,"+",1873861,1881597,7737,1,2,1,3,0,2,2,"active_promoter"
"MED11","protein_coding","NC_058381.1",1881886,1883607,"-",1881597,1899698,18102,1,3,1,2,0,2,1,"active_promoter"
"ARRB2","protein_coding","NC_058381.1",1891913,1899971,"-",1899698,1900658,961,1,1,1,1,2,2,0,"active_promoter"
"PELP1","protein_coding","NC_058381.1",1905964,1929045,"+",1905936,1945089,39154,1,2,1,1,1,2,0,"active_promoter"
"LOC102901906","lncRNA","NC_058381.1",1950252,1953539,"-",1945089,1963913,18825,0,1,0,0,0,2,0,"no_active_mark"
"LOC105261158","protein_coding","NC_058381.1",1954710,1957166,"+",1945089,1963913,18825,0,1,0,0,0,2,0,"no_active_mark"
"LOC109494153","protein_coding","NC_058381.1",1960527,1961382,"+",1945089,1963913,18825,0,1,0,0,0,2,0,"no_active_mark"
"LOC123378928","lncRNA","NC_058381.1",1977261,2036663,"-",2034893,2036803,1911,1,1,0,0,2,2,0,"primed_promoter"
"LOC101094304","protein_coding","NC_058381.1",2023632,2034933,"+",1976401,2034893,58493,1,1,1,1,0,2,0,"active_promoter"
"RNASEK","protein_coding","NC_058381.1",2036784,2038484,"+",2034893,2036803,1911,1,1,0,0,2,2,0,"primed_promoter"
"CE1H17orf49","protein_coding","NC_058381.1",2038683,2041319,"+",2038513,2046196,7684,1,1,0,0,2,2,0,"primed_promoter"
"LOC123381946","lncRNA","NC_058381.1",2046879,2048440,"-",2048028,2054693,6666,0,1,0,1,1,2,1,"distal_enhancer_only"
"BCL6B","protein_coding","NC_058381.1",2046893,2052605,"+",2046196,2047557,1362,0,0,0,0,2,2,0,"no_active_mark"
"SLC16A13","protein_coding","NC_058381.1",2055264,2058746,"+",2054693,2055525,833,1,1,1,1,2,2,0,"active_promoter"
"SLC16A11","protein_coding","NC_058381.1",2059281,2061717,"-",2060661,2063232,2572,2,2,2,2,1,2,0,"active_promoter"
"LOC111557763","protein_coding","NC_058381.1",2080114,2084021,"-",2074911,2095552,20642,0,2,0,8,0,2,8,"distal_enhancer_only"
"LOC109494154","lncRNA","NC_058381.1",2085853,2089471,"-",2074911,2095552,20642,0,2,2,8,0,2,6,"distal_enhancer_only"
"LOC101095292","protein_coding","NC_058381.1",2094471,2105755,"-",2095552,2120535,24984,0,2,0,5,0,2,5,"distal_enhancer_only"
"LOC102902281","protein_coding","NC_058381.1",2135804,2139210,"-",2138005,2146442,8438,0,1,0,0,0,2,0,"no_active_mark"
"LOC109494155","lncRNA","NC_058381.1",2139407,2148265,"+",2138005,2146442,8438,1,1,1,0,1,2,0,"active_promoter"
"DLG4","protein_coding","NC_058381.1",2149379,2171923,"-",2167397,2173063,5667,1,1,1,1,1,2,0,"active_promoter"
"ACADVL","protein_coding","NC_058381.1",2172824,2178417,"+",2167397,2173063,5667,1,1,1,1,1,2,0,"active_promoter"
"DVL2","protein_coding","NC_058381.1",2178488,2186120,"-",2185909,2186704,796,1,1,1,1,2,2,0,"active_promoter"
"LOC109494156","lncRNA","NC_058381.1",2183024,2184156,"+",2180163,2185909,5747,0,2,0,2,0,2,2,"distal_enhancer_only"
"PHF23","protein_coding","NC_058381.1",2186668,2191089,"-",2186704,2191144,4441,1,2,1,2,1,2,1,"active_promoter"
"GABARAP","protein_coding","NC_058381.1",2192025,2194080,"-",2191144,2194866,3723,1,1,1,1,1,2,0,"active_promoter"
"CTDNEP1","protein_coding","NC_058381.1",2195365,2201154,"-",2194866,2202347,7482,1,2,1,2,1,2,1,"active_promoter"
"ELP5","protein_coding","NC_058381.1",2202231,2207968,"+",2194866,2202347,7482,1,2,1,2,1,2,1,"active_promoter"
"CLDN7","protein_coding","NC_058381.1",2208232,2210550,"-",2209995,2220066,10072,1,2,1,2,1,2,1,"active_promoter"
"SLC2A4","protein_coding","NC_058381.1",2220800,2226844,"+",2220066,2223370,3305,1,1,1,1,1,2,0,"active_promoter"
"YBX2","protein_coding","NC_058381.1",2227202,2232672,"-",2223370,2247900,24531,1,2,5,6,0,2,1,"active_promoter"
"LOC105261155","lncRNA","NC_058381.1",2234298,2235299,"+",2223370,2247900,24531,1,2,4,6,0,2,2,"active_promoter"
"EIF5A","protein_coding","NC_058381.1",2248424,2253149,"+",2247900,2248646,747,1,1,1,1,2,2,0,"active_promoter"
"GPS2","protein_coding","NC_058381.1",2253342,2256044,"-",2256024,2261139,5116,1,2,1,2,1,2,1,"active_promoter"
"NEURL4","protein_coding","NC_058381.1",2256169,2269367,"-",2268881,2269774,894,1,1,1,1,2,2,0,"active_promoter"
"LOC102899307","protein_coding","NC_058381.1",2269427,2272786,"+",2268881,2269774,894,1,1,1,1,3,2,0,"active_promoter"
"ACAP1","protein_coding","NC_058381.1",2273043,2285806,"+",2269774,2286316,16543,2,4,0,3,0,2,3,"primed_promoter"
"KCTD11","protein_coding","NC_058381.1",2287283,2289169,"+",2286316,2287836,1521,1,1,1,1,2,2,0,"active_promoter"
"TMEM95","protein_coding","NC_058381.1",2289434,2291521,"+",2287836,2289531,1696,2,1,2,2,2,2,0,"active_promoter"
"TNK1","protein_coding","NC_058381.1",2299721,2306471,"+",2290515,2299967,9453,1,2,1,3,1,2,2,"active_promoter"
"PLSCR3","protein_coding","NC_058381.1",2306428,2311290,"-",2299967,2311299,11333,1,2,1,3,1,2,2,"active_promoter"
"TMEM256","protein_coding","NC_058381.1",2318205,2319276,"-",2319037,2319979,943,1,1,1,1,2,2,0,"active_promoter"
"NLGN2","protein_coding","NC_058381.1",2320014,2334696,"+",2319979,2330651,10673,1,3,1,3,2,2,2,"active_promoter"
"SPEM1","protein_coding","NC_058381.1",2335075,2336400,"+",2332070,2346548,14479,0,2,0,2,0,2,2,"distal_enhancer_only"
"SPEM2","protein_coding","NC_058381.1",2336550,2340053,"+",2332070,2346548,14479,0,2,0,2,0,2,2,"distal_enhancer_only"
"SPEM3","protein_coding","NC_058381.1",2340675,2344579,"+",2332070,2346548,14479,0,2,0,2,0,2,2,"distal_enhancer_only"
"TMEM102","protein_coding","NC_058381.1",2344734,2348715,"+",2332070,2346548,14479,0,2,0,2,0,2,2,"distal_enhancer_only"
"FGF11","protein_coding","NC_058381.1",2349592,2356122,"+",2348321,2353714,5394,1,1,1,1,1,2,0,"active_promoter"
"CHRNB1","protein_coding","NC_058381.1",2356224,2366395,"+",2353714,2356407,2694,1,1,1,1,1,2,0,"active_promoter"
"ZBTB4","protein_coding","NC_058381.1",2365975,2381070,"-",2380332,2385633,5302,1,2,0,0,0,2,0,"primed_promoter"
"SLC35G6","protein_coding","NC_058381.1",2380408,2384292,"+",2380332,2385633,5302,1,2,0,0,2,2,0,"primed_promoter"
"POLR2A","protein_coding","NC_058381.1",2385235,2409423,"+",2380332,2385633,5302,1,2,0,0,1,2,0,"primed_promoter"
"LOC123382054","lncRNA","NC_058381.1",2431573,2433361,"-",2429620,2444536,14917,0,1,1,6,0,2,5,"distal_enhancer_only"
"LOC101098755","protein_coding","NC_058381.1",2444033,2451901,"+",2429620,2444536,14917,1,1,1,6,1,2,5,"active_promoter"
"TNFSF13","protein_coding","NC_058381.1",2453523,2455564,"+",2452866,2453700,835,1,1,2,1,2,2,0,"active_promoter"
"SENP3","protein_coding","NC_058381.1",2456659,2463901,"+",2456105,2474769,18665,1,4,1,6,2,2,5,"active_promoter"
"EIF4A1","protein_coding","NC_058381.1",2464645,2470655,"+",2456105,2474769,18665,1,4,2,6,0,2,4,"active_promoter"
"LOC111557922","snoRNA","NC_058381.1",2466642,2466776,"+",2456105,2474769,18665,1,4,1,6,0,2,5,"active_promoter"
"LOC111557923","snoRNA","NC_058381.1",2467497,2467638,"+",2456105,2474769,18665,2,4,1,6,0,2,5,"active_promoter"
"LOC111557931","snoRNA","NC_058381.1",2468439,2468583,"+",2456105,2474769,18665,2,4,0,6,0,2,6,"primed_promoter"
"LOC111557902","snoRNA","NC_058381.1",2469570,2469710,"+",2456105,2474769,18665,1,4,0,6,0,2,6,"primed_promoter"
"CD68","protein_coding","NC_058381.1",2470789,2473219,"+",2456105,2474769,18665,0,4,1,6,0,2,5,"distal_enhancer_only"
"LOC111557765","lncRNA","NC_058381.1",2473134,2473532,"-",2456105,2474769,18665,1,4,1,6,1,2,5,"active_promoter"
"MPDU1","protein_coding","NC_058381.1",2474766,2478206,"+",2456105,2474769,18665,1,4,1,6,1,2,5,"active_promoter"
"SOX15","protein_coding","NC_058381.1",2478193,2480181,"-",2479546,2481029,1484,2,2,2,2,2,2,0,"active_promoter"
"LOC109494161","lncRNA","NC_058381.1",2479516,2481627,"+",2477334,2479546,2213,2,2,2,2,2,2,0,"active_promoter"
"FXR2","protein_coding","NC_058381.1",2481240,2495796,"-",2494670,2495839,1170,2,1,2,1,1,2,0,"active_promoter"
"SAT2","protein_coding","NC_058381.1",2504122,2506572,"-",2506465,2508991,2527,1,2,1,2,1,2,1,"active_promoter"
"SHBG","protein_coding","NC_058381.1",2506435,2511411,"+",2505471,2506465,995,1,1,1,1,3,2,0,"active_promoter"
"ATP1B2","protein_coding","NC_058381.1",2517027,2523256,"+",2511905,2518040,6136,2,3,2,3,0,2,1,"active_promoter"
"TP53","protein_coding","NC_058381.1",2528634,2540582,"-",2539555,2541258,1704,1,1,2,1,2,2,0,"active_promoter"
"WRAP53","protein_coding","NC_058381.1",2540686,2553370,"+",2539555,2541258,1704,1,1,1,1,2,2,0,"active_promoter"
"EFNB3","protein_coding","NC_058381.1",2555528,2559492,"+",2541258,2566447,25190,1,3,1,4,0,2,3,"active_promoter"
"LOC109494163","lncRNA","NC_058381.1",2561943,2562860,"+",2541258,2566447,25190,0,3,0,4,0,2,4,"distal_enhancer_only"
"DNAH2","protein_coding","NC_058381.1",2566874,2659523,"+",2566447,2591201,24755,1,2,1,6,1,2,5,"active_promoter"
"LOC123382133","lncRNA","NC_058381.1",2643975,2645186,"-",2591201,2649976,58776,0,1,0,3,0,2,3,"distal_enhancer_only"
"LOC123382132","lncRNA","NC_058381.1",2646582,2652911,"-",2652759,2659415,6657,0,2,1,2,1,2,1,"distal_enhancer_only"
"KDM6B","protein_coding","NC_058381.1",2659957,2682063,"+",2659415,2660523,1109,1,1,1,1,2,2,0,"active_promoter"
"TMEM88","protein_coding","NC_058381.1",2682287,2683343,"+",2680435,2682449,2015,3,2,2,2,3,2,0,"active_promoter"
"CYB5D1","protein_coding","NC_058381.1",2683506,2689096,"+",2682804,2684434,1631,2,1,1,1,2,2,0,"active_promoter"
"NAA38","protein_coding","NC_058381.1",2683887,2684695,"-",2684434,2685147,714,1,1,1,1,3,2,0,"active_promoter"
"LOC102900494","lncRNA","NC_058381.1",2686794,2711480,"-",2688927,2711780,22854,1,4,0,4,1,2,4,"primed_promoter"
"CHD3","protein_coding","NC_058381.1",2710930,2736469,"+",2688927,2711780,22854,2,4,0,4,0,2,4,"primed_promoter"
"RNF227","protein_coding","NC_058381.1",2716267,2739694,"-",2739469,2744898,5430,1,2,1,2,1,2,1,"active_promoter"
"LOC111557929","guide_RNA","NC_058381.1",2729952,2730091,"+",2715644,2739469,23826,0,3,0,2,0,2,2,"distal_enhancer_only"
"LOC109494165","lncRNA","NC_058381.1",2739783,2742803,"+",2739469,2744898,5430,1,2,1,2,1,2,1,"active_promoter"
"KCNAB3","protein_coding","NC_058381.1",2743991,2750611,"-",2744898,2750920,6023,2,2,1,3,1,2,2,"active_promoter"
"TRAPPC1","protein_coding","NC_058381.1",2752211,2753906,"-",2753756,2773906,20151,1,2,1,2,1,2,1,"active_promoter"
"CNTROB","protein_coding","NC_058381.1",2754102,2778889,"+",2753756,2773906,20151,1,2,1,2,1,2,1,"active_promoter"
"LOC109494100","lncRNA","NC_058381.1",2804987,2809093,"+",2795695,2809842,14148,0,1,0,1,0,2,1,"distal_enhancer_only"
"GUCY2D","protein_coding","NC_058381.1",2809142,2826326,"+",2795695,2809842,14148,1,1,0,1,0,2,1,"primed_promoter"
"LOC109494101","lncRNA","NC_058381.1",2829538,2835166,"-",2824340,2842834,18495,0,2,0,2,0,2,2,"distal_enhancer_only"
"ALOX15B","protein_coding","NC_058381.1",2842551,2852994,"+",2824340,2842834,18495,1,2,1,2,1,2,1,"active_promoter"
"LOC123381994","lncRNA","NC_058381.1",2856077,2857468,"-",2856800,2860231,3432,0,0,0,0,0,2,0,"no_active_mark"
"ALOX12B","protein_coding","NC_058381.1",2861826,2872291,"-",2867209,2880156,12948,0,2,0,3,0,2,3,"distal_enhancer_only"
"ALOXE3","protein_coding","NC_058381.1",2873467,2899857,"-",2899585,2902137,2553,1,1,2,2,2,2,0,"active_promoter"
"HES7","protein_coding","NC_058381.1",2902287,2907655,"-",2907533,2911203,3671,1,2,1,1,1,2,0,"active_promoter"
"PER1","protein_coding","NC_058381.1",2915374,2930237,"-",2929510,2930722,1213,4,2,0,0,3,2,0,"primed_promoter"
"LOC109494167","lncRNA","NC_058381.1",2926636,2927446,"+",2926444,2927984,1541,1,1,0,0,1,2,0,"primed_promoter"
"VAMP2","protein_coding","NC_058381.1",2932024,2935787,"-",2934684,2936044,1361,2,1,1,0,1,2,0,"active_promoter"
"LOC109494168","lncRNA","NC_058381.1",2935823,2938315,"+",2934684,2936044,1361,1,1,0,0,2,2,0,"primed_promoter"
"TMEM107","protein_coding","NC_058381.1",2940310,2950913,"-",2948147,2951214,3068,1,1,1,2,1,2,1,"active_promoter"
"LOC111557893","snoRNA","NC_058381.1",2948243,2948378,"-",2948147,2951214,3068,1,1,2,2,1,2,0,"active_promoter"
"LOC109494169","lncRNA","NC_058381.1",2951152,2952784,"+",2948147,2951214,3068,1,1,1,2,1,2,1,"active_promoter"
"BORCS6","protein_coding","NC_058381.1",2960480,2963554,"-",2961758,2977110,15353,1,2,1,3,0,2,2,"active_promoter"
"AURKB","protein_coding","NC_058381.1",2969977,2984687,"-",2984497,2985582,1086,1,1,1,1,2,2,0,"active_promoter"
"CTC1","protein_coding","NC_058381.1",2989548,3010204,"-",3010045,3015637,5593,2,3,2,3,1,2,1,"active_promoter"
"PFAS","protein_coding","NC_058381.1",3015301,3033334,"+",3010045,3015637,5593,1,3,2,3,1,2,1,"active_promoter"
"RANGRF","protein_coding","NC_058381.1",3044374,3046290,"+",3040061,3045185,5125,1,1,1,1,0,2,0,"active_promoter"
"SLC25A35","protein_coding","NC_058381.1",3045225,3050115,"-",3046937,3050320,3384,1,1,1,2,2,2,1,"active_promoter"
"ARHGEF15","protein_coding","NC_058381.1",3060062,3072216,"+",3051522,3065462,13941,1,2,1,3,0,2,2,"active_promoter"
"ODF4","protein_coding","NC_058381.1",3080095,3087702,"+",3074547,3109012,34466,1,6,1,7,0,2,6,"active_promoter"
"KRBA2","protein_coding","NC_058381.1",3102604,3109049,"-",3109012,3116381,7370,1,2,1,2,1,2,1,"active_promoter"
"RPL26","protein_coding","NC_058381.1",3110144,3116376,"-",3109012,3116381,7370,1,2,1,2,1,2,1,"active_promoter"
"LOC109494174","lncRNA","NC_058381.1",3116344,3118343,"+",3109012,3116381,7370,1,2,1,2,1,2,1,"active_promoter"
"RNF222","protein_coding","NC_058381.1",3123528,3126566,"-",3116381,3139562,23182,1,3,1,3,0,2,2,"active_promoter"
"NDEL1","protein_coding","NC_058381.1",3139753,3239797,"+",3139562,3144519,4958,1,1,1,1,1,2,0,"active_promoter"
"MYH10","protein_coding","NC_058381.1",3203147,3334324,"-",3333736,3334479,744,1,1,2,1,2,2,0,"active_promoter"
"LOC123381921","lncRNA","NC_058381.1",3224308,3226534,"+",3164799,3312241,147443,0,3,0,13,0,2,13,"distal_enhancer_only"
"LOC109494175","lncRNA","NC_058381.1",3364535,3410731,"-",3334479,3424057,89579,1,4,0,17,0,2,17,"primed_promoter"
"CCDC42","protein_coding","NC_058381.1",3411416,3423827,"-",3334479,3424057,89579,1,4,1,17,1,2,16,"active_promoter"
"MFSD6L","protein_coding","NC_058381.1",3446126,3448267,"-",3448010,3473639,25630,1,1,1,1,1,2,0,"active_promoter"
"PIK3R6","protein_coding","NC_058381.1",3450591,3511737,"-",3475699,3533179,57481,1,1,1,2,0,2,1,"active_promoter"
"PIK3R5","protein_coding","NC_058381.1",3521066,3591891,"-",3533179,3591997,58819,1,1,1,1,3,2,0,"active_promoter"
"LOC123381860","lncRNA","NC_058381.1",3531406,3533943,"+",3475699,3533179,57481,0,1,0,2,0,2,2,"distal_enhancer_only"
"LOC111557836","lncRNA","NC_058381.1",3616262,3623088,"+",3614415,3617053,2639,1,1,1,1,1,2,0,"active_promoter"
"NTN1","protein_coding","NC_058381.1",3633370,3802830,"+",3617053,3633459,16407,1,2,2,2,1,2,0,"active_promoter"
"LOC123381828","lncRNA","NC_058381.1",3797615,3802436,"-",3791726,3805655,13930,1,1,1,3,0,2,2,"active_promoter"
"STX8","protein_coding","NC_058381.1",3811263,4064834,"-",4064697,4065435,739,1,1,1,1,2,2,0,"active_promoter"
"LOC109494178","lncRNA","NC_058381.1",3826814,3830355,"+",3817892,4021631,203740,1,2,1,4,0,2,3,"active_promoter"
"LOC123381947","lncRNA","NC_058381.1",3942296,3948405,"+",3817892,4021631,203740,0,2,0,4,0,2,4,"distal_enhancer_only"
"CFAP52","protein_coding","NC_058381.1",4065377,4109611,"+",4064697,4065435,739,1,1,1,1,2,2,0,"active_promoter"
"LOC123381948","lncRNA","NC_058381.1",4110686,4111657,"-",4111499,4112469,971,1,1,1,1,2,2,0,"active_promoter"
"USP43","protein_coding","NC_058381.1",4111891,4176470,"+",4111499,4112469,971,1,1,1,1,2,2,0,"active_promoter"
"LOC123381926","protein_coding","NC_058381.1",4189154,4195483,"+",4175977,4203823,27847,0,0,0,0,0,2,0,"no_active_mark"
"DHRS7C","protein_coding","NC_058381.1",4205878,4222453,"-",4203823,4251191,47369,0,0,0,0,0,2,0,"no_active_mark"
"LOC109494181","lncRNA","NC_058381.1",4222540,4239107,"+",4203823,4251191,47369,0,0,0,0,0,2,0,"no_active_mark"
